Nsteps,Threads,Time,Sp
40000000,1,0.31405,1
40000000,2,0.157215,1.9975829278376747
40000000,4,0.0835720,3.7578375532474992
40000000,7,0.0516480,6.0805839529120203
40000000,8,0.0438150,7.1676366541138883
40000000,16,0.0319580,9.8269603855059771
40000000,20,0.0222320,14.126034544800289
40000000,40,0.029233,10.742995929258031
,,,

